POLICY_NO,CUST_ID,POLICYTYPE,POL_ISSUE_DATE,POL_EFF_DATE,POL_EXPIRY_DATE,MAKE,MODEL,MODEL_YEAR,CHASSIS_NO,USE_OF_VEHICLE,PRODUCT,SUM_INSURED,PREMIUM,DEDUCTABLE
102117660,3630.0,COMP,2018-04-09,2018-05-11,2019-06-10,TOYOTA,PRADO,2016.0,JTEBU3FJ4GK103673,PRIVATE,M 2.5,123250.0,3554.0,1000
102117842,243.0,COMP,2018-04-15,2018-06-01,2019-06-30,MITSUBISHI,CANTER SINGLE CABIN,2013.0,JL7BCE1J8DK031269,COMMERCIAL,NOT CLASSIFIED,38502.0,2680.0,1000
102118850,291.0,COMP,2018-05-14,2018-06-01,2019-06-30,MITSUBISHI,CANTER,2016.0,JL6B6E6P0GK023261,COMMERCIAL,STANDARD,62400.0,2680.0,500
102119324,3202.0,COMP,2018-05-29,2018-05-29,2019-06-28,GMC,SIERRA,2018.0,1GTN29EC4JZ276931,PRIVATE,STANDARD,143000.0,8810.0,1000
102121967,5315.0,COMP,2018-08-19,2018-08-19,2019-09-18,TOYOTA,LAND CRUISER,2013.0,JTMHX09JXD5032196,PRIVATE,M 2.5,74056.0,1980.0,2000
102122005,10050.0,COMP,2018-08-26,2018-08-26,2019-09-25,HONDA,CIVIC,2010.0,JHMFD1631AS403379,PRIVATE,STANDARD,22000.0,1460.0,2000
102123725,1905.0,COMP,2018-10-18,2018-10-18,2019-11-17,BMW,225 I,2015.0,WBA2A7102FVZ32271,PRIVATE,STANDARD,80000.0,2690.0,500
102121655/1,7848.0,COMP,2018-10-18,2018-08-08,2019-09-07,PEUGEOT,2008,2018.0,VF3CUNFP2JY002795,PRIVATE,M 2.5,89875.0,337.0,2000
102123969,903.0,COMP,2018-10-28,2018-10-28,2019-11-27,MERCEDES,C200,2016.0,WDDWF4CB0GR111169,PRIVATE,M 2.25,161500.0,6930.0,2000
102124400,9195.0,COMP,2018-11-13,2019-01-15,2020-02-14,NISSAN,TIIDA,2015.0,MNTBC2C93F6005844,PRIVATE,M 2.5,26624.0,1395.0,2000
102126000,3202.0,COMP,2019-01-10,2019-01-12,2020-02-11,HONDA,CR-V,2014.0,5J6RM4858EL703638,PRIVATE,STANDARD,44000.0,1610.0,2000
102126843,12714.0,COMP,2019-01-30,2019-01-30,2020-02-28,MG,RX5,2019.0,LSJA24W99KS013783,PRIVATE,M 2.5,74000.0,1940.0,1000
102127162,8894.0,COMP,2019-02-06,2019-02-06,2020-03-05,CHEVROLET,SILVERADO,2018.0,1GCNK9EC0JZ281768,PRIVATE,NOT CLASSIFIED,119047.0,4158.0,500
102129200,7957.0,COMP,2019-03-28,2019-03-28,2020-04-27,TOYOTA,FT 86,2014.0,JF1ZN12B1EG017987,PRIVATE,STANDARD,49999.0,2240.0,500
102129598,8894.0,COMP,2019-04-10,2019-04-10,2020-05-09,TOYOTA,YARIS,2014.0,MR2BT9F37E1104498,PRIVATE,STANDARD,22400.0,1190.0,1000
102129910,4714.0,COMP,2019-04-22,2019-04-22,2020-05-21,TOYOTA,INNOVA,2010.0,MHFXX43G4A0024138,PRIVATE,M 2019,18000.0,1850.0,500
102132150,5173.0,COMP,2019-07-02,2019-07-02,2020-08-01,MG,MG350,2013.0,LSJA16E39DG011095,PRIVATE,M 2019,15000.0,1160.0,500
102132254,1002.0,COMP,2019-07-04,2019-07-04,2020-08-03,SUZUKI,ERTIGA,2020.0,MA3NC2B16LA144792,PRIVATE,M 2019,49900.0,1790.0,2000
102135246,8601.0,COMP,2019-09-11,2019-09-11,2020-10-10,TOYOTA,HIACE ,2018.0,JTGSX22P5J6194245,COMMERCIAL,M 2019,79000.0,2840.0,500
102135356,12714.0,COMP,2019-09-15,2019-09-15,2020-10-14,MG,RX5,2020.0,LSJA24U65LS011054,PRIVATE,M 2019,65500.0,1940.0,2000
102136491,13514.0,COMP,2019-10-14,2019-10-14,2020-11-13,DFSK,C35,2017.0,LVZMR2AB9HA199997,COMMERCIAL,STANDARD,36036.0,1690.0,500
102136654,8256.0,COMP,2019-10-17,2019-10-17,2020-11-16,RANGE ROVER,SPORT,2015.0,SALWA2EF6FA539184,PRIVATE,M 2019,160000.0,3190.0,500
102137499,7848.0,COMP,2019-11-10,2019-11-10,2020-12-09,PEUGEOT,3008,2020.0,VF3M45GYXLS007521,PRIVATE,M 2019,99875.0,1990.0,500
102138054,8996.0,COMP,2019-11-25,2019-11-25,2020-12-24,NISSAN,PATROL,2013.0,JN8AY2NY4D9052468,PRIVATE,M 2019,73600.0,1705.0,1000
102138936,7463.0,COMP,2019-12-19,2019-12-19,2021-01-18,NISSAN,MK 210,2015.0,JNCMDF0H1FAL01825,COMMERCIAL,STANDARD,33280.0,1625.0,2000
102139002,7848.0,COMP,2019-12-22,2019-12-22,2021-01-21,PEUGEOT,3008,2020.0,VF3M45GY5LS009886,PRIVATE,M 2019,79900.0,2840.0,500
102140336,8562.0,COMP,2020-01-23,2020-01-23,2021-02-22,TOYOTA,SEQUOIA,2013.0,5TDBY68AXDS085000,PRIVATE,STANDARD,71680.0,1590.0,500
102141363,5173.0,COMP,2020-02-16,2020-02-16,2021-03-15,TOYOTA,CAMRY,2019.0,JTNBZ4HK9K3006632,PRIVATE,M 2019,105000.0,1855.0,1000
102141534,2924.0,COMP,2020-02-18,2020-02-18,2021-03-17,HYUNDAI,ACCENT,2020.0,MALC741C9LM192506,PRIVATE,M 2019,51660.0,1790.0,1000
101618047,3304.0,TP,2020-03-05,2020-03-05,2021-04-04,JCB,535-125,2007.0,JCB5AJJGE71197471,COMMERCIAL,TP,5000.0,1765.0,500
102142706,6067.0,COMP,2020-03-15,2020-03-15,2021-04-14,TESLA,3,2020.0,5YJ3E7EB2LF655672,PRIVATE,M 2019,200000.0,3540.0,500
102145669,7755.0,COMP,2020-06-03,2020-06-03,2021-07-02,TESLA,3,2020.0,5YJ3E7EA2LF672687,PRIVATE,M 2019,163000.0,2924.0,2000
102147654,4726.0,COMP,2020-07-22,2020-07-22,2021-08-21,TOYOTA,PRADO,2019.0,JTEBX9FJ0KK318339,PRIVATE,M 2019,130000.0,3500.0,2000
102147966,5495.0,COMP,2020-07-29,2020-07-29,2021-08-28,KIA,RIO,2020.0,3KPA351CXLE254831,PRIVATE,M 2019,78625.0,2537.0,1000
102148067,5853.0,COMP,2020-08-04,2020-08-22,2021-09-21,TOYOTA,RUSH,2019.0,MHKEF8BF4KK004862,PRIVATE,M 2019,54182.0,1790.0,500
102148076,12714.0,COMP,2020-08-04,2020-08-04,2021-09-03,MG,MG6,2020.0,LSJW54U3XLG015462,PRIVATE,M 2019,71594.0,1615.0,2000
102149063,14039.0,COMP,2020-08-27,2020-08-27,2021-09-26,FORD,ECOSPORT,2019.0,MAJFK3BZ1KAE64809,PRIVATE,M 2019,58000.0,1790.0,2000
102149200,5495.0,COMP,2020-08-31,2020-08-31,2021-09-29,KIA,SELTOS,2020.0,MZBER8148LN113447,PRIVATE,M 2019,75000.0,2015.0,500
102149348,7620.0,COMP,2020-09-03,2020-09-03,2021-10-02,LEXUS,ES 350,2013.0,JTHBK1GG6D2028146,PRIVATE,M 2019,54000.0,1030.0,500
102152412,10579.0,COMP,2020-11-25,2021-01-12,2022-02-11,ISUZU,NPR LIGHT PICKUP,2012.0,JAMKP34H5C7P09700,COMMERCIAL,STANDARD,19405.0,1460.0,500
102153145,4327.0,COMP,2020-12-19,2021-01-23,2022-02-22,MITSUBISHI,CANTER,2017.0,JL6B6G6PXHK008702,COMMERCIAL,STANDARD,61440.0,1540.0,2000
102070415,7783.0,COMP,2015-12-30,2016-01-25,2017-02-24,LAMBORGHINI,HURACAN,2015.0,ZHWEC1ZF8FLA01215,PRIVATE,M 2.25,892500.0,20331.0,1000
102071703,3304.0,COMP,2016-01-14,2016-01-14,2017-02-13,DODGE,CHALLENGER,2015.0,2C3CDZDJ6FH793970,PRIVATE,M 2.5,195000.0,4698.0,2000
102072311,8831.0,COMP,2016-01-21,2016-01-21,2017-02-20,TOYOTA,YARIS,2007.0,JTDBW923971061712,PRIVATE,STANDARD,14000.0,1090.0,2000
102076706,5890.0,COMP,2016-03-08,2016-03-08,2017-04-07,SUZUKI,APV,2014.0,MHYDN7A26EJ400024,COMMERCIAL,STANDARD,35000.0,1430.0,1000
102077195,7463.0,COMP,2016-03-14,2016-03-14,2017-04-13,TOYOTA,LAND CRUISER,2012.0,JTMHU09JXC5056361,PRIVATE,STANDARD,130000.0,4330.0,500
102077367,8831.0,COMP,2016-03-16,2016-03-16,2017-04-15,NISSAN,TIIDA,2009.0,JN1CC11C29T030229,PRIVATE,STANDARD,15000.0,950.0,1000
102078238,8876.0,COMP,2016-03-28,2016-03-28,2017-04-27,NISSAN,MURANO,2007.0,JN8AZ08W87W011164,PRIVATE,STANDARD,25000.0,1070.0,500
102079176,8045.0,COMP,2016-04-09,2016-04-09,2017-05-08,NISSAN,TIIDA,2007.0,JN1CC13C97T001580,PRIVATE,STANDARD,15000.0,1090.0,1000
102079463,8045.0,COMP,2016-04-12,2016-04-12,2017-05-11,RENAULT,MEGANE,2011.0,VF1EZR3T3BD585284,PRIVATE,STANDARD,20000.0,1140.0,2000
102084101,3630.0,COMP,2016-06-09,2016-07-14,2017-07-13,HONDA,CR-V,2014.0,5J6RM4859EL702594,PRIVATE,M 2.5,84000.0,2085.0,500
102049113,3202.0,COMP,2015-01-11,2015-01-11,2016-02-10,TOYOTA,FORTUNER,2014.0,MHFYX59G0E8054312,PRIVATE,STANDARD,92000.0,2833.0,500
102051079,7852.0,COMP,2015-03-30,2015-03-30,2016-04-29,TOYOTA,YARIS,2015.0,MR2KT9F34F1172856,PRIVATE,M 2.5,58000.0,1550.0,1000
102052265,8045.0,COMP,2015-04-29,2015-04-29,2016-05-28,MAZDA,6,2007.0,JM7GG32F171531571,PRIVATE,STANDARD,13000.0,1040.0,2000
102052278,3304.0,COMP,2015-04-29,2015-05-18,2016-06-17,NISSAN,TIIDA,2011.0,3N1BC1A88BK198450,PRIVATE,STANDARD,29000.0,1140.0,500
102053962,8045.0,COMP,2015-05-31,2015-05-31,2016-06-29,SUZUKI,SWIFT,2011.0,JS2ZC82S7B6100159,PRIVATE,STANDARD,30000.0,1100.0,2000
102055842,5568.0,COMP,2015-06-28,2015-06-28,2016-07-27,HYUNDAI,COUNTY,2012.0,KMJHD17F37C032404,COMMERCIAL,STANDARD,26000.0,2090.0,500
102054950/1,5568.0,COMP,2015-07-13,2015-06-14,2016-08-12,TOYOTA,AVALON,2014.0,4T1BK1EB2EU129775,PRIVATE,M 2.5,120000.0,228.0,2000
102058152,583.0,COMP,2015-07-30,2015-08-07,2016-09-06,BMW,740 LI,2014.0,WBAYE4106FD805770,PRIVATE,M 2.25,360000.0,8390.0,1000
102058174,8620.0,COMP,2015-07-30,2015-07-30,2016-08-29,DAIHATSU,GRAN MAX,2015.0,MHKVC31E8FK404899,PRIVATE,STANDARD,55000.0,1890.0,2000
102059267,8045.0,COMP,2015-08-15,2015-08-15,2016-09-14,HONDA,CIVIC,2007.0,JHMFD16387S404070,PRIVATE,STANDARD,22000.0,1090.0,2000
102060114,8045.0,COMP,2015-08-26,2015-08-26,2016-09-25,TOYOTA,CAMRY,2009.0,6T1BE42KX9X579373,PRIVATE,STANDARD,29000.0,1090.0,1000
102060183,7650.0,COMP,2015-08-27,2015-08-27,2016-09-26,NISSAN,RICH,2015.0,LJNTFU2K7FN006661,COMMERCIAL,STANDARD,44000.0,1694.0,500
102061216,8045.0,COMP,2015-09-10,2015-09-10,2016-10-09,NISSAN,TIIDA,2011.0,3N1BC1A61BL365014,PRIVATE,STANDARD,25000.0,1090.0,1000
102061765,8045.0,COMP,2015-09-18,2015-09-18,2016-10-17,HYUNDAI,SONATA,2012.0,5NPEB4AC5CH383120,PRIVATE,STANDARD,33000.0,1181.0,1000
102063904,8045.0,COMP,2015-10-17,2015-10-17,2016-11-16,MERCEDES,C200,2009.0,WDDGF41XX9F297021,PRIVATE,STANDARD,30000.0,1100.0,1000
102063952,7405.0,COMP,2015-10-18,2015-10-18,2016-11-17,TOYOTA,YARIS,2015.0,MR2BT9F32F1143467.,PRIVATE,STANDARD,40000.0,1640.0,2000
102064729,7255.0,COMP,2015-10-26,2015-10-26,2016-11-25,TOYOTA,YARIS,2013.0,JTDKW9D33DD528307,PRIVATE,STANDARD,35000.0,1235.0,1000
102064753,8045.0,COMP,2015-10-26,2015-10-26,2016-11-25,NISSAN,MURANO,2008.0,JN8AZ08W18W051409,PRIVATE,STANDARD,30000.0,1070.0,500
102066067,8761.0,COMP,2015-11-10,2015-11-10,2016-12-09,MITSUBISHI,LANCER,2015.0,JMYSTCY4AFU741063,PRIVATE,M 2.5,58625.0,1500.0,1000
102066535,1603.0,COMP,2015-11-16,2015-11-16,2016-12-15,TOYOTA,HILUX DOUBLE CAB,2009.0,MR0EX19G193044481,COMMERCIAL,STANDARD,28000.0,1140.0,500
102066907,8045.0,COMP,2015-11-19,2015-11-19,2016-12-18,TOYOTA,PRADO,2014.0,JTEBX3FJ6EK151356,PRIVATE,M 2.5,105000.0,2713.0,500
102067647,5160.0,COMP,2015-11-26,2015-11-28,2016-12-27,TOYOTA,YARIS,2012.0,JTDKW9D37CD515445,PRIVATE,STANDARD,29000.0,1090.0,1000
102067764,8045.0,COMP,2015-11-29,2015-11-29,2016-12-28,TOYOTA,LAND CRUISER GXR,2009.0,JTMHU09J094016112,PRIVATE,STANDARD,70000.0,2270.0,2000
102069881,9303.0,COMP,2015-12-23,2015-12-23,2017-01-22,VOLKSWAGEN,GOLF,2014.0,WVWZZZAUZEW305451,PRIVATE,M 2.5,110000.0,2525.0,2000
102087358,2021.0,COMP,2016-07-20,2016-07-20,2017-08-19,GREAT WALL,WINGLE,2013.0,LGWCA2179DC640950,COMMERCIAL,STANDARD,28000.0,1290.0,500
102087538,8045.0,COMP,2016-07-21,2016-07-21,2017-08-20,MITSUBISHI,LANCER EX,2016.0,JMYSTCY4AGU736383,PRIVATE,M 2.5,69875.0,2862.0,2000
102089057,8682.0,COMP,2016-08-11,2016-08-13,2017-09-12,TOYOTA,COASTER,2012.0,JTGFK5184C4010097,COMMERCIAL,STANDARD,75000.0,3515.0,500
102089142,4776.0,COMP,2016-08-14,2016-08-19,2017-09-18,LEXUS,GS 300,2007.0,JTHBG96S875054336,PRIVATE,STANDARD,32000.0,1204.0,1000
102089224,8825.0,COMP,2016-08-14,2016-08-14,2017-09-13,TOYOTA,LAND CRUISER,2015.0,JTMHX09J5F5055453,PRIVATE,M 2.5,177600.0,4426.0,2000
102090468,10119.0,COMP,2016-08-30,2016-08-30,2017-09-29,TOYOTA,COROLLA,2012.0,RKLBC42EXC4515331,PRIVATE,STANDARD,30000.0,1100.0,2000
102092296,4776.0,COMP,2016-09-28,2016-09-28,2017-10-27,NISSAN,INFINITI Q50,2015.0,JN1CV7APXFM830685,PRIVATE,M 2.5,105000.0,2883.0,2000
102092714,5568.0,COMP,2016-10-05,2016-10-05,2017-11-04,TOYOTA,YARIS,2009.0,JTDBT923794060911,PRIVATE,STANDARD,15000.0,1320.0,1000
102095058,6965.0,COMP,2016-11-07,2016-11-07,2017-12-06,TOYOTA,FJ CRUISER,2016.0,JTEBU11F7GK234359,PRIVATE,M 2.5,132500.0,3321.0,1000
102096167,7134.0,COMP,2016-11-21,2016-11-21,2017-12-20,TOYOTA,YARIS,2009.0,JTDKW923X95120584,PRIVATE,STANDARD,15000.0,1140.0,500
102097156,903.0,COMP,2016-12-04,2016-12-04,2018-01-03,TOYOTA,PRADO,2016.0,JTEBX9FJ7GK224532,PRIVATE,M 2.5,116000.0,3070.0,500
102098936,10725.0,COMP,2016-12-28,2016-12-28,2018-01-27,KING LONG,CARGO,2013.0,LKLSBAS37DB501063,COMMERCIAL,STANDARD,28000.0,1290.0,2000
102099586,3202.0,COMP,2017-01-11,2017-01-11,2018-02-10,RANGE ROVER,5,2012.0,SALLMAMD4CA371555,PRIVATE,STANDARD,100000.0,3111.0,500
102099820,8894.0,COMP,2017-01-16,2017-01-31,2018-02-27,LEXUS,ES 350,2014.0,JTHBK1GGXE2096807,PRIVATE,M 2.5,100000.0,3360.0,2000
102099878,3045.0,COMP,2017-01-17,2017-01-17,2018-02-16,FORD,EXPLORER,2014.0,1FM5K8F8XEGA40284,PRIVATE,STANDARD,92480.0,3125.0,500
102101696,5495.0,COMP,2017-02-21,2017-02-21,2018-03-20,VOLKSWAGEN,TOUAREG,2016.0,WVGBC2BP3GD007884,PRIVATE,M 2.5,188705.0,5320.0,500
102102713,1002.0,COMP,2017-03-16,2017-03-16,2018-04-15,TOYOTA,COROLLA,2013.0,RKLBC42E4D5303133,PRIVATE,STANDARD,30400.0,1610.0,1000
102103291,4726.0,COMP,2017-03-30,2017-03-30,2018-04-29,TOYOTA,HIACE ,2014.0,JTGJX02P6E0058909,COMMERCIAL,STANDARD,78300.0,3120.0,2000
102105797,903.0,COMP,2017-05-30,2017-06-29,2018-07-28,MAZDA,CX 5,2016.0,JM8KE4W31G0306493,PRIVATE,M 2.5,92000.0,2502.0,500
102106935,7755.0,COMP,2017-06-28,2017-06-28,2018-07-27,TOYOTA,CAMRY,2017.0,6T1BF9FK9HX687728,PRIVATE,M 2.5,77900.0,2135.0,1000
102107122,11330.0,COMP,2017-07-02,2017-07-02,2018-08-01,HYUNDAI,I 10,2015.0,MALA841C0FM071064,PRIVATE,STANDARD,28000.0,1610.0,1000
102107748,5495.0,COMP,2017-07-16,2017-07-16,2018-08-15,VOLKSWAGEN,GOLF GTI,2017.0,WVWFM2AU7HW116686,PRIVATE,M 2.5,135400.0,4799.0,2000
102105288/1,7852.0,COMP,2017-07-26,2017-07-26,2018-08-25,MASERATI,GHIBLI,2016.0,ZAMRS57F3G1188358,PRIVATE,M 2.25,253000.0,1093.0,2000
102109744,693.0,COMP,2017-09-11,2017-09-11,2018-10-10,HONDA,CBF 160,2016.0,ME4KC2031G8002975,PRIVATE,STANDARD,5865.0,1290.0,2000
102098921/1,6564.0,COMP,2017-09-26,2017-01-27,2018-02-26,NISSAN,ALTIMA,2012.0,1N4AL2A95CC171856,PRIVATE,NOT CLASSIFIED,30720.0,-361.0,2000
102111167,8647.0,COMP,2017-10-22,2017-10-22,2018-11-21,CMC,VERYCA,2016.0,RKMCP7246GY163148,COMMERCIAL,STANDARD,71000.0,2810.0,1000
102111749,4714.0,COMP,2017-11-06,2017-11-06,2018-12-05,MASERATI,LEVANTE S,2017.0,ZN6XU61F2HX234828,PRIVATE,M 2.25,369000.0,8413.0,2000
102112449,2745.0,COMP,2017-11-23,2017-12-20,2019-01-19,MERCEDES,S 500,2014.0,WDDUG8CB6EA001914,PRIVATE,M 2.5,204800.0,5385.0,500
102113217,10121.0,COMP,2017-12-13,2018-01-07,2019-02-06,KIA,SPORTAGE,2015.0,U5YPC81A3FL470853,PRIVATE,STANDARD,40000.0,1710.0,2000
102114623,6567.0,COMP,2018-01-17,2018-02-27,2019-03-26,TOYOTA,HIACE,2012.0,JTFHX02P8C0065229,COMMERCIAL,NOT CLASSIFIED,21504.0,2180.0,500
102114712,1002.0,COMP,2018-01-21,2018-01-21,2019-02-20,HONDA,ACCORD,2012.0,1HGCP2637CA625159,PRIVATE,STANDARD,34000.0,1590.0,1000
102115182,4726.0,COMP,2018-02-01,2018-02-01,2019-02-28,TOYOTA,RAV 4,2014.0,JTDZF9EV5ED029573,PRIVATE,STANDARD,40000.0,1890.0,500
102115569,4274.0,COMP,2018-02-13,2018-03-31,2019-04-29,LEXUS,GS 350,2015.0,JTHBE5BL2FA019861,PRIVATE,M 2.5,130000.0,4694.0,1000
102115772,3202.0,COMP,2018-02-19,2018-02-19,2019-03-18,MITSUBISHI,L200,2016.0,MMBENKJ40GH045761,COMMERCIAL,STANDARD,48300.0,2180.0,2000
102118112,6149.0,COMP,2018-04-23,2018-05-06,2019-06-05,TOYOTA,HILUX,2017.0,MR0CW8CD9H0260175,COMMERCIAL,STANDARD,60800.0,2459.0,2000
102119156,5495.0,COMP,2018-05-23,2018-05-23,2019-06-22,AUDI,A 4,2017.0,WAUGYCF4XHN050533,PRIVATE,M 2.5,131200.0,3890.0,500
102119747,3109.0,COMP,2018-06-11,2018-06-11,2019-07-10,BAJAJ,AVENGER,2018.0,MD2A22EY3JCA27019,PRIVATE,STANDARD,8000.0,1170.0,500
102119963,3304.0,COMP,2018-06-18,2018-07-22,2019-08-21,SUBARU,WRX-STI,2017.0,JF1VA22K2HG011734,PRIVATE,M 2.5,144500.0,4047.0,500
102120174,5313.0,COMP,2018-06-24,2018-07-23,2019-08-22,MITSUBISHI,CANTER SINGLE CABIN,2015.0,JL6B6G6P0FK022783,COMMERCIAL,STANDARD,47616.0,1980.0,1000
102121953,8550.0,COMP,2018-08-19,2018-08-26,2019-09-25,NISSAN,PICKUP,2015.0,3N6DD21X8FK038572,COMMERCIAL,STANDARD,28800.0,1880.0,1000
102122811,1905.0,COMP,2018-09-20,2018-09-20,2019-10-19,LEXUS,ES 350,2016.0,JTHBK1GG7G2245760,PRIVATE,STANDARD,80000.0,2940.0,2000
102122832,12370.0,COMP,2018-09-20,2018-09-20,2019-10-19,RANGE ROVER,HSE,2011.0,SALLSAAD4BA276990,PRIVATE,STANDARD,70000.0,1991.0,2000
102123260,12401.0,COMP,2018-10-03,2018-10-03,2019-11-02,SUZUKI,GRAND VITARA,2014.0,JS3TD0D13E4101300,PRIVATE,STANDARD,40000.0,1730.0,500
102124944,7957.0,COMP,2018-12-06,2018-12-11,2020-01-10,SUBARU,FORESTA,2015.0,JF2SJ97D8FG193096,PRIVATE,STANDARD,43000.0,2070.0,500
102125235,6119.0,COMP,2018-12-17,2018-12-27,2020-01-26,FORD,EDGE,2013.0,2FMDK4GC0DBA71895,PRIVATE,NOT CLASSIFIED,32000.0,1730.0,1000
102125599,10783.0,COMP,2018-12-30,2018-12-30,2020-01-29,TOYOTA,HIACE ,2018.0,JTFHX02P1J0121492,COMMERCIAL,STANDARD,78394.45,2728.0,500
102126006,8894.0,COMP,2019-01-10,2019-01-10,2020-02-09,CHEVROLET,TAHOE,2012.0,1GNSK6E05CR322865,PRIVATE,NOT CLASSIFIED,35000.0,1620.0,1000
102126166,7957.0,COMP,2019-01-15,2019-01-16,2020-02-15,RENAULT,CAPTUR,2016.0,VF12RRHE9GW528676,PRIVATE,NOT CLASSIFIED,35000.0,1680.0,2000
102127181,7357.0,COMP,2019-02-06,2019-02-06,2020-03-05,HYUNDAI,ELANTRA,2011.0,KMHDT41B7BU143390,PRIVATE,NOT CLASSIFIED,17000.0,1280.0,1000
102129275,5173.0,COMP,2019-03-31,2019-04-03,2020-05-02,TOYOTA,PRADO,2011.0,JTEJU9FJ9BK029691,PRIVATE,M 2019,60518.0,1670.0,500
102129574,9753.0,COMP,2019-04-09,2019-06-23,2020-07-22,HYUNDAI,SANTA-FE,2015.0,KMHST81C9FU443476,PRIVATE,STANDARD,36352.0,1670.0,2000
102132612,903.0,COMP,2019-07-11,2019-07-11,2020-08-10,MINI,COOPER S,2018.0,WMWWG7102J3D15699,PRIVATE,M 2019,110000.0,3560.0,500
102133690,7957.0,COMP,2019-08-01,2019-08-27,2020-09-26,BMW,435 I,2014.0,WBA3R1100EF728278,PRIVATE,M 2019,80000.0,2150.0,1000
102133695,2021.0,COMP,2019-08-01,2019-08-01,2020-08-31,HAVAL,H6,2020.0,LGWEF6A53LH902673,PRIVATE,M 2019,101880.0,3341.0,500
101617490,5106.0,TP,2019-08-03,2019-09-04,2020-10-03,HYUNDAI,TUCSON,2009.0,KMHJM81B39U928300,PRIVATE,TP,1000.0,1234.0,1000
102136381,4726.0,COMP,2019-10-10,2019-10-10,2020-11-09,FORD,F-150,2012.0,1FTFW1EF1CFA00053,PRIVATE,M 2019,46000.0,1990.0,1000
102138432,903.0,COMP,2019-12-08,2019-12-13,2021-01-12,MITSUBISHI,ASX,2017.0,JE4LP21U5HZ700583,PRIVATE,M 2.5,40397.0,1730.0,500
102138469,7134.0,COMP,2019-12-08,2019-12-08,2021-01-07,NISSAN,SUNNY,2019.0,MDHBN7AD0KG651384,PRIVATE,M 2019,30000.0,1265.0,2000
102140510,7957.0,COMP,2020-01-27,2020-01-28,2021-02-27,AUDI,A 6,2015.0,WAUAFCFCXFN001705,PRIVATE,M 2019,57800.0,1135.0,2000
102140679,8256.0,COMP,2020-01-30,2020-01-30,2021-03-01,LAMBORGHINI,URUS,2018.0,ZPBEA1ZL2KLA02283,PRIVATE,STANDARD,912000.0,17774.0,500
102141995,7852.0,COMP,2020-03-01,2020-03-01,2021-03-31,RENAULT,DUSTER,2018.0,VF1HSRGJ6JH576046,PRIVATE,M 2019,36000.0,1765.0,500
102142924,12714.0,COMP,2020-03-18,2020-03-18,2021-04-17,MG,RX8,2020.0,LSJW84W94LG016325,PRIVATE,M 2019,103950.0,3083.0,2000
102145234,12088.0,COMP,2020-05-26,2020-05-26,2021-06-25,HONDA,CITY,2018.0,MRHGM6640JT030369,PRIVATE,STANDARD,42400.0,869.0,2000
102145492,1905.0,COMP,2020-05-31,2020-05-31,2021-06-30,LAND ROVER,RANGE ROVER HSE 360 PS,2020.0,SALYA2BX3KA223709,PRIVATE,M 2019,213000.0,3824.0,500
102149066,5173.0,COMP,2020-08-27,2020-08-27,2021-09-26,TOYOTA,FORTUNER,2019.0,MHFKU8FS3K0178903,PRIVATE,M 2019,100000.0,1765.0,500
102149462,5495.0,COMP,2020-09-07,2020-09-07,2021-10-06,HYUNDAI,TUCSON,2021.0,TMAJ28132MJ107531,PRIVATE,M 2019,107375.0,2889.0,500
102151762,14039.0,COMP,2020-11-05,2020-11-05,2021-12-04,LINCOLN,COR120 CORSAIR,2020.0,5LMCJ1D95LUL25399,PRIVATE,M 2019,146916.0,5107.0,1000
102152658,2021.0,COMP,2020-12-06,2020-12-06,2022-01-05,YAMAHA,SZ 150,2020.0,ME1RG0925L2027177,PRIVATE,NOT CLASSIFIED,6983.0,1225.0,2000
102153093,6104.0,COMP,2020-12-16,2021-01-16,2022-02-15,TOYOTA,HIACE,2014.0,JTFHX02P7E0087807,COMMERCIAL,STANDARD,32000.0,1332.0,500
102153453,5495.0,COMP,2020-12-28,2020-12-28,2022-01-27,HYUNDAI,CRETA,2020.0,MALC281CXLM668283,PRIVATE,M 2019,69375.0,1990.0,1000
102072110,6325.0,COMP,2016-01-19,2016-02-01,2017-02-28,TOYOTA,HILUX,2015.0,MR0FX22G4F1134204,COMMERCIAL,STANDARD,85000.0,2890.0,2000
102073564,2021.0,COMP,2016-02-03,2016-02-20,2017-03-19,HYUNDAI,GETZ,2007.0,KMHBT51D87U651194,PRIVATE,STANDARD,10000.0,1140.0,1000
102074944,8045.0,COMP,2016-02-17,2016-02-17,2017-03-16,FORD,FUSION,2014.0,3FA6P0G70ER302930.,PRIVATE,STANDARD,68000.0,2176.0,500
102075114,217.0,COMP,2016-02-21,2016-03-26,2017-03-25,ASHOK LEYLAND,FALCON,2009.0,MB1PBEJA292137867,COMMERCIAL,NOT CLASSIFIED,43520.0,3891.0,500
102076171,8831.0,COMP,2016-03-02,2016-03-02,2017-04-01,CHEVROLET,IMPALA,2015.0,2G1175S30F9184867,PRIVATE,M 2.5,110000.0,2525.0,2000
102076640,8045.0,COMP,2016-03-08,2016-03-08,2017-04-07,PEUGEOT,207,2009.0,VF3WC5FWF9W001523,PRIVATE,STANDARD,17000.0,1090.0,1000
102077574,3202.0,COMP,2016-03-20,2016-04-16,2017-04-15,RENAULT,DUSTER,2015.0,VF1HSRCA1FA510431,PRIVATE,NOT CLASSIFIED,31936.0,1690.0,2000
